protein,present_n_lines,present_n_plex,plexes_present,plexes_absent,absent_from_any_plex,pct_lines_missing,pass_presence50
DCTPP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SH2D4A,31,5,1;2;3;4;5,,FALSE,0,TRUE
PEAK1,11,2,3;4,1;2;5,TRUE,64.5,FALSE
RPF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMYD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
AAMDC,31,5,1;2;3;4;5,,FALSE,0,TRUE
DOCK5,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR26,31,5,1;2;3;4;5,,FALSE,0,TRUE
TDRD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
C8orf33,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP13A3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM185B,31,5,1;2;3;4;5,,FALSE,0,TRUE
METTL17,26,4,1;2;4;5,3,TRUE,16.1,TRUE
SUDS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SCAF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MVB12B,14,2,1;5,2;3;4,TRUE,54.8,FALSE
PLEKHG2,31,5,1;2;3;4;5,,FALSE,0,TRUE
IFT22,31,5,1;2;3;4;5,,FALSE,0,TRUE
NRDE2,12,2,2;4,1;3;5,TRUE,61.3,FALSE
KAT8,31,5,1;2;3;4;5,,FALSE,0,TRUE
PTGES2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PHAX,31,5,1;2;3;4;5,,FALSE,0,TRUE
METTL8,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBE2Z,31,5,1;2;3;4;5,,FALSE,0,TRUE
GEMIN7,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACAD9,31,5,1;2;3;4;5,,FALSE,0,TRUE
NT5DC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
YY1AP1,0,0,,1;2;3;4;5,TRUE,100,FALSE
RMND5A,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRKRIP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KAT14,18,3,1;2;3,4;5,TRUE,41.9,TRUE
CAAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NOL11,31,5,1;2;3;4;5,,FALSE,0,TRUE
DDX31,31,5,1;2;3;4;5,,FALSE,0,TRUE
METTL7A,31,5,1;2;3;4;5,,FALSE,0,TRUE
C10orf88,31,5,1;2;3;4;5,,FALSE,0,TRUE
COQ10B,31,5,1;2;3;4;5,,FALSE,0,TRUE
BRD9,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNNM2,19,3,1;2;4,3;5,TRUE,38.7,TRUE
EVA1A,19,3,1;2;4,3;5,TRUE,38.7,TRUE
AKTIP,24,4,1;2;3;4,5,TRUE,22.6,TRUE
ZFAND3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ECT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLEKHF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANKZF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GORASP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZWILCH,31,5,1;2;3;4;5,,FALSE,0,TRUE
JPT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNF121,26,4,1;2;4;5,3,TRUE,16.1,TRUE
SP140L,18,3,2;3;5,1;4,TRUE,41.9,TRUE
SLC25A22,31,5,1;2;3;4;5,,FALSE,0,TRUE
PSTPIP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED20,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR76,31,5,1;2;3;4;5,,FALSE,0,TRUE
QTRT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACTR8,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARMT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNOT10,31,5,1;2;3;4;5,,FALSE,0,TRUE
LRRC40,31,5,1;2;3;4;5,,FALSE,0,TRUE
RMI1,17,3,2;3;4,1;5,TRUE,45.2,TRUE
EHMT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SFXN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
VIPAS39,31,5,1;2;3;4;5,,FALSE,0,TRUE
COG4,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACTR5,31,5,1;2;3;4;5,,FALSE,0,TRUE
AGO3,31,5,1;2;3;4;5,,FALSE,0,TRUE
VPS37B,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL44,31,5,1;2;3;4;5,,FALSE,0,TRUE
USP42,19,3,2;4;5,1;3,TRUE,38.7,TRUE
ISG20L2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KANSL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
UNKL,19,3,1;2;4,3;5,TRUE,38.7,TRUE
L2HGDH,31,5,1;2;3;4;5,,FALSE,0,TRUE
COPS7B,31,5,1;2;3;4;5,,FALSE,0,TRUE
NHEJ1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
NANOG,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEC61A2,13,2,1;2,3;4;5,TRUE,58.1,FALSE
CAB39L,19,3,1;2;4,3;5,TRUE,38.7,TRUE
FKRP,31,5,1;2;3;4;5,,FALSE,0,TRUE
ELP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLR1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZMAT3,25,4,1;2;3;5,4,TRUE,19.4,TRUE
UCK1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FN3KRP,31,5,1;2;3;4;5,,FALSE,0,TRUE
TBC1D17,31,5,1;2;3;4;5,,FALSE,0,TRUE
CARS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RSAD1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
PPCS,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUGCT,24,4,2;3;4;5,1,TRUE,22.6,TRUE
UBTD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR41,25,4,1;3;4;5,2,TRUE,19.4,TRUE
MEAF6,31,5,1;2;3;4;5,,FALSE,0,TRUE
SAP30L,31,5,1;2;3;4;5,,FALSE,0,TRUE
NMNAT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
C17orf75,31,5,1;2;3;4;5,,FALSE,0,TRUE
SIAE,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLEKHA5,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMURF2,18,3,2;3;5,1;4,TRUE,41.9,TRUE
UPF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNB4,31,5,1;2;3;4;5,,FALSE,0,TRUE
XPO5,31,5,1;2;3;4;5,,FALSE,0,TRUE
GRPEL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLSPN,18,3,2;3;5,1;4,TRUE,41.9,TRUE
CLK4,13,2,1;2,3;4;5,TRUE,58.1,FALSE
C12orf10,31,5,1;2;3;4;5,,FALSE,0,TRUE
BCL2L12,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLEKHA2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLEKHA3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLEKHA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SCPEP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SP110,31,5,1;2;3;4;5,,FALSE,0,TRUE
NTN4,31,5,1;2;3;4;5,,FALSE,0,TRUE
CACYBP,31,5,1;2;3;4;5,,FALSE,0,TRUE
RRAGC,31,5,1;2;3;4;5,,FALSE,0,TRUE
RC3H2,12,2,1;3,2;4;5,TRUE,61.3,FALSE
PATZ1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZFYVE1,24,4,1;2;3;4,5,TRUE,22.6,TRUE
RHOF,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDF,31,5,1;2;3;4;5,,FALSE,0,TRUE
RDH14,31,5,1;2;3;4;5,,FALSE,0,TRUE
PARVB,31,5,1;2;3;4;5,,FALSE,0,TRUE
CYP4F11,24,4,1;2;3;4,5,TRUE,22.6,TRUE
AS3MT,26,4,1;2;4;5,3,TRUE,16.1,TRUE
TNS1,18,3,3;4;5,1;2,TRUE,41.9,TRUE
PLGRKT,31,5,1;2;3;4;5,,FALSE,0,TRUE
NMRAL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
VEZT,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPC25,31,5,1;2;3;4;5,,FALSE,0,TRUE
TAF9B,26,4,1;2;4;5,3,TRUE,16.1,TRUE
SLC38A10,31,5,1;2;3;4;5,,FALSE,0,TRUE
RXFP1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
TMEM165,31,5,1;2;3;4;5,,FALSE,0,TRUE
APOBEC3G,6,1,2,1;3;4;5,TRUE,80.6,FALSE
SLC25A19,31,5,1;2;3;4;5,,FALSE,0,TRUE
EML4,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRM3,31,5,1;2;3;4;5,,FALSE,0,TRUE
GLOD4,31,5,1;2;3;4;5,,FALSE,0,TRUE
CBX8,31,5,1;2;3;4;5,,FALSE,0,TRUE
PCDH9,7,1,1,2;3;4;5,TRUE,77.4,FALSE
SENP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZBTB20,31,5,1;2;3;4;5,,FALSE,0,TRUE
MUC5B,31,5,1;2;3;4;5,,FALSE,0,TRUE
NEK6,13,2,2;5,1;3;4,TRUE,58.1,FALSE
SPON1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MCCC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCOA5,31,5,1;2;3;4;5,,FALSE,0,TRUE
TANC2,24,4,1;2;3;4,5,TRUE,22.6,TRUE
EPG5,25,4,1;2;3;5,4,TRUE,19.4,TRUE
MOV10,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF532,31,5,1;2;3;4;5,,FALSE,0,TRUE
METTL14,31,5,1;2;3;4;5,,FALSE,0,TRUE
CWC22,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCKAP5L,18,3,1;2;3,4;5,TRUE,41.9,TRUE
SYTL2,24,4,1;2;3;4,5,TRUE,22.6,TRUE
MSL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAVER2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ROBO2,13,2,1;4,2;3;5,TRUE,58.1,FALSE
CHD8,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIAA1551,31,5,1;2;3;4;5,,FALSE,0,TRUE
EPB41L5,31,5,1;2;3;4;5,,FALSE,0,TRUE
GPN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SDF2L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CSNK1G1,31,5,1;2;3;4;5,,FALSE,0,TRUE
XAB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CELSR2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PREB,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLD4,31,5,1;2;3;4;5,,FALSE,0,TRUE
BRMS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
S100A14,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP13A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GOPC,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL47,31,5,1;2;3;4;5,,FALSE,0,TRUE
LYRM4,31,5,1;2;3;4;5,,FALSE,0,TRUE
CHMP1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
TM9SF3,31,5,1;2;3;4;5,,FALSE,0,TRUE
RANGRF,26,4,1;2;4;5,3,TRUE,16.1,TRUE
MYO10,18,3,1;2;3,4;5,TRUE,41.9,TRUE
JPH1,24,4,2;3;4;5,1,TRUE,22.6,TRUE
APMAP,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR6,31,5,1;2;3;4;5,,FALSE,0,TRUE
TXNRD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TUFT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SINHCAF,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABCB6,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARFGAP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZCCHC17,31,5,1;2;3;4;5,,FALSE,0,TRUE
HMG20A,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAB18,31,5,1;2;3;4;5,,FALSE,0,TRUE
ALG13,31,5,1;2;3;4;5,,FALSE,0,TRUE
PALMD,13,2,4;5,1;2;3,TRUE,58.1,FALSE
SSU72,31,5,1;2;3;4;5,,FALSE,0,TRUE
VTA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PNPLA8,31,5,1;2;3;4;5,,FALSE,0,TRUE
SARS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TNFRSF12A,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS30,31,5,1;2;3;4;5,,FALSE,0,TRUE
DYNLRB1,31,5,1;2;3;4;5,,FALSE,0,TRUE
EMC7,31,5,1;2;3;4;5,,FALSE,0,TRUE
MID1IP1,13,2,2;5,1;3;4,TRUE,58.1,FALSE
ZFP64,26,4,1;2;4;5,3,TRUE,16.1,TRUE
ENY2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SAYSD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MYNN,19,3,1;3;5,2;4,TRUE,38.7,TRUE
SIX2,0,0,,1;2;3;4;5,TRUE,100,FALSE
EXOSC4,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBE2T,31,5,1;2;3;4;5,,FALSE,0,TRUE
NGRN,31,5,1;2;3;4;5,,FALSE,0,TRUE
NOP10,31,5,1;2;3;4;5,,FALSE,0,TRUE
CD320,31,5,1;2;3;4;5,,FALSE,0,TRUE
OSGEP,31,5,1;2;3;4;5,,FALSE,0,TRUE
DMAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACP6,31,5,1;2;3;4;5,,FALSE,0,TRUE
ISYNA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
IL1RAP,31,5,1;2;3;4;5,,FALSE,0,TRUE
BRD7,31,5,1;2;3;4;5,,FALSE,0,TRUE
DCP1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACOT13,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED4,31,5,1;2;3;4;5,,FALSE,0,TRUE
NXT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TIMMDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RIC8A,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEMA4B,31,5,1;2;3;4;5,,FALSE,0,TRUE
GPR108,24,4,1;2;3;4,5,TRUE,22.6,TRUE
LUC7L,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM9B,31,5,1;2;3;4;5,,FALSE,0,TRUE
LZTFL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL40,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPAN,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLCB1,7,1,5,1;2;3;4,TRUE,77.4,FALSE
GPRC5C,31,5,1;2;3;4;5,,FALSE,0,TRUE
TIGAR,31,5,1;2;3;4;5,,FALSE,0,TRUE
C12orf4,31,5,1;2;3;4;5,,FALSE,0,TRUE
COPRS,31,5,1;2;3;4;5,,FALSE,0,TRUE
A1CF,13,2,4;5,1;2;3,TRUE,58.1,FALSE
WASH6P,26,4,1;2;4;5,3,TRUE,16.1,TRUE
TCF7L2,26,4,1;2;4;5,3,TRUE,16.1,TRUE
JADE2,18,3,1;3;4,2;5,TRUE,41.9,TRUE
RTN4,31,5,1;2;3;4;5,,FALSE,0,TRUE
HINT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MANBAL,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPRD1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
MIEF1|Q9NQG6,31,5,1;2;3;4;5,,FALSE,0,TRUE
XPNPEP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PFDN4,31,5,1;2;3;4;5,,FALSE,0,TRUE
KMT5A,12,2,3;5,1;2;4,TRUE,61.3,FALSE
NIT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
AVEN,31,5,1;2;3;4;5,,FALSE,0,TRUE
NECTIN3,31,5,1;2;3;4;5,,FALSE,0,TRUE
INCENP,31,5,1;2;3;4;5,,FALSE,0,TRUE
EXOSC5,31,5,1;2;3;4;5,,FALSE,0,TRUE
EXOSC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIF13B,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRDM10,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANLN,31,5,1;2;3;4;5,,FALSE,0,TRUE
XPNPEP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GPHN,31,5,1;2;3;4;5,,FALSE,0,TRUE
MYO5C,31,5,1;2;3;4;5,,FALSE,0,TRUE
ITM2C,24,4,2;3;4;5,1,TRUE,22.6,TRUE
BIN3,31,5,1;2;3;4;5,,FALSE,0,TRUE
UTP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
STARD7,31,5,1;2;3;4;5,,FALSE,0,TRUE
ENTPD7,13,2,1;2,3;4;5,TRUE,58.1,FALSE
BIRC6,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDLIM7,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACSS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DIABLO,31,5,1;2;3;4;5,,FALSE,0,TRUE
DDX21,31,5,1;2;3;4;5,,FALSE,0,TRUE
SAR1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLE4,31,5,1;2;3;4;5,,FALSE,0,TRUE
NANS,31,5,1;2;3;4;5,,FALSE,0,TRUE
SH3GLB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF2B3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MBNL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PXMP2,13,2,1;2,3;4;5,TRUE,58.1,FALSE
MXRA5,11,2,3;4,1;2;5,TRUE,64.5,FALSE
SLC17A5,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF4ENIF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ST7,31,5,1;2;3;4;5,,FALSE,0,TRUE
FBXO6,13,2,1;2,3;4;5,TRUE,58.1,FALSE
SH2B1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTPS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLE3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CHRAC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRTFDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMYD2,19,3,2;4;5,1;3,TRUE,38.7,TRUE
SDR39U1,31,5,1;2;3;4;5,,FALSE,0,TRUE
AAAS,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABCB10,31,5,1;2;3;4;5,,FALSE,0,TRUE
BAZ1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
STRN4,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF277,19,3,1;2;4,3;5,TRUE,38.7,TRUE
AASDHPPT,31,5,1;2;3;4;5,,FALSE,0,TRUE
METTL5,31,5,1;2;3;4;5,,FALSE,0,TRUE
CMC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SDHAF3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDC42SE2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DROSHA,19,3,1;2;4,3;5,TRUE,38.7,TRUE
UBQLN4,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMPRSS4,24,4,1;2;3;4,5,TRUE,22.6,TRUE
SNX15,31,5,1;2;3;4;5,,FALSE,0,TRUE
HEBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAB6B,31,5,1;2;3;4;5,,FALSE,0,TRUE
APOBEC3C,31,5,1;2;3;4;5,,FALSE,0,TRUE
VPS45,31,5,1;2;3;4;5,,FALSE,0,TRUE
PNO1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL17,31,5,1;2;3;4;5,,FALSE,0,TRUE
PHPT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SERINC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
INIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARHGAP35,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM114A2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLSCR3,31,5,1;2;3;4;5,,FALSE,0,TRUE
AGPAT4,31,5,1;2;3;4;5,,FALSE,0,TRUE
AGPAT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
HELLS,31,5,1;2;3;4;5,,FALSE,0,TRUE
C1GALT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LTBP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
GLRX2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPANXB1,7,1,5,1;2;3;4,TRUE,77.4,FALSE
SPANXA1,7,1,5,1;2;3;4,TRUE,77.4,FALSE
TOPORS,11,2,2;3,1;4;5,TRUE,64.5,FALSE
TNFRSF19,13,2,1;4,2;3;5,TRUE,58.1,FALSE
TOMM22,31,5,1;2;3;4;5,,FALSE,0,TRUE
MBIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
LANCL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIF15,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAD18,31,5,1;2;3;4;5,,FALSE,0,TRUE
TM7SF3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTNNBIP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
HOMER2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SALL1,7,1,1,2;3;4;5,TRUE,77.4,FALSE
HOMER3,31,5,1;2;3;4;5,,FALSE,0,TRUE
FARSB,31,5,1;2;3;4;5,,FALSE,0,TRUE
IARS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM207A,31,5,1;2;3;4;5,,FALSE,0,TRUE
BRWD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KLC4,31,5,1;2;3;4;5,,FALSE,0,TRUE
C19orf12,24,4,2;3;4;5,1,TRUE,22.6,TRUE
CENPM,26,4,1;2;4;5,3,TRUE,16.1,TRUE
RRP7BP,7,1,1,2;3;4;5,TRUE,77.4,FALSE
TREX1,24,4,2;3;4;5,1,TRUE,22.6,TRUE
DIAPH3,31,5,1;2;3;4;5,,FALSE,0,TRUE
BMP2K,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATG3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SIRT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATP8A2,7,1,5,1;2;3;4,TRUE,77.4,FALSE
PDS5B,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMC4,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAN2C1,24,4,1;2;3;4,5,TRUE,22.6,TRUE
SACM1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
OLA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CUTC,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC35D1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEMA4G,7,1,5,1;2;3;4,TRUE,77.4,FALSE
ZFP64|Q9NTW7,13,2,1;4,2;3;5,TRUE,58.1,FALSE
ECHDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBM12,31,5,1;2;3;4;5,,FALSE,0,TRUE
TBC1D22B,18,3,1;2;3,4;5,TRUE,41.9,TRUE
MDN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LYRM2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GINM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZBTB40,18,3,1;3;4,2;5,TRUE,41.9,TRUE
ACSS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZCCHC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDRG1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DECR2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABHD10,31,5,1;2;3;4;5,,FALSE,0,TRUE
TCP11L1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
MBNL3,12,2,1;3,2;4;5,TRUE,61.3,FALSE
STAU2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RYDEN,31,5,1;2;3;4;5,,FALSE,0,TRUE
DDX28,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM106B,31,5,1;2;3;4;5,,FALSE,0,TRUE
LMBRD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BLOC1S4,31,5,1;2;3;4;5,,FALSE,0,TRUE
LIN7C,31,5,1;2;3;4;5,,FALSE,0,TRUE
AGPAT5,31,5,1;2;3;4;5,,FALSE,0,TRUE
TXLNG,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPATS2L,31,5,1;2;3;4;5,,FALSE,0,TRUE
UFSP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABCF3,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM49B,31,5,1;2;3;4;5,,FALSE,0,TRUE
AP5S1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABCB8,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM105A,31,5,1;2;3;4;5,,FALSE,0,TRUE
DDX19A,31,5,1;2;3;4;5,,FALSE,0,TRUE
TDP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
POT1,18,3,1;3;4,2;5,TRUE,41.9,TRUE
TBC1D23,31,5,1;2;3;4;5,,FALSE,0,TRUE
DCAF13,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM100,19,3,1;2;4,3;5,TRUE,38.7,TRUE
IMP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
NUDT15,6,1,2,1;3;4;5,TRUE,80.6,FALSE
MRGBP,31,5,1;2;3;4;5,,FALSE,0,TRUE
TYW1,31,5,1;2;3;4;5,,FALSE,0,TRUE
EXOC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF701,0,0,,1;2;3;4;5,TRUE,100,FALSE
INTS9,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM30A,31,5,1;2;3;4;5,,FALSE,0,TRUE
UQCC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEPT11,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM184C,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED17,31,5,1;2;3;4;5,,FALSE,0,TRUE
PARVA,31,5,1;2;3;4;5,,FALSE,0,TRUE
USP40,24,4,1;2;3;4,5,TRUE,22.6,TRUE
PANK4,31,5,1;2;3;4;5,,FALSE,0,TRUE
FBXO28,31,5,1;2;3;4;5,,FALSE,0,TRUE
TBC1D13,31,5,1;2;3;4;5,,FALSE,0,TRUE
EXD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJC11,31,5,1;2;3;4;5,,FALSE,0,TRUE
INTS7,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMLHE,31,5,1;2;3;4;5,,FALSE,0,TRUE
FANCI,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATAD3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARL8B,31,5,1;2;3;4;5,,FALSE,0,TRUE
