task_id	cell_line	input_role	status	verified_path	symlink_target	bytes	sha256_if_small	sample_run_id	genome_reference	passage	software_version	source_command_or_log	evidence_notes
MEX01	TOV3121EP	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/2c/2cd27d35ad07c4b55e3ffb66dafa8c/TOV3121EP_P68.recal.cram		4495795855		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P68	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV3121EP_P68.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T23:00Z
MEX01	TOV3121EP	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/16/fda4442888f0e2b4b65817a33a17d5/TOV3121EP_P68.recal.bam		6970195592		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P68	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/16/fda4442888f0e2b4b65817a33a17d5/TOV3121EP_P68.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV3121EP	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV3121EP_P68.bam		6577390906		McGill delivery	GRCh37 (McGill GenPipes)	P68			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:37Z
MEX01	TOV3121EP	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV3121EP_P68/TOV3121EP_P68.mutect2.filtered_VEP.ann.vcf.gz		5036043		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P68	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV3121EP	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV3121EP_P68.targetonly.cnr		15158711	76b1cbbfb37495298631299e741c557fcd7adf8d829accbeff50a4df04e32e2d	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P68	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3121EP_P68_new/TOV3121EP_P68.cnr (sha256 fe5e352e1fa5...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV3121EP	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV3121EP.cns			fd866126d6dce68e8435900405b3be595dac5e024618b2d70db8ce7e6e233268		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV3133D	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV3133D_P66/TOV3133D_P66.md.cram		3530102771		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P66	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 5; RG SM TOV3133D_P66_TOV3133D_P66; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-31T17:44Z
MEX01	TOV3133D	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV3133D_P66/TOV3133D_P66.recal.cram		5249956907		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P66	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T22:59Z
MEX01	TOV3133D	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/06/853ce3fa56863356e0b211dff97d0f/TOV3133D_P66.recal.cram		5249956907		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P66	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV3133D_P66.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:58Z
MEX01	TOV3133D	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/3d/de394ce78ca6f4f7430349d2d49c90/TOV3133D_P66.recal.bam		8059188323		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P66	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/3d/de394ce78ca6f4f7430349d2d49c90/TOV3133D_P66.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV3133D	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV3133D_P66.bam		7277852196		McGill delivery	GRCh37 (McGill GenPipes)	P66			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:36Z
MEX01	TOV3133D	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV3133D_P66/TOV3133D_P66.mutect2.filtered_VEP.ann.vcf.gz		5534795		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P66	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV3133D	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV3133D_P66.targetonly.cnr		15154847	c78567d321f69b278b41dcf80b503c645b29f2f1dfaa9c63e759c7e4a1f62872	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P66	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3133D_P66_new/TOV3133D_P66.cnr (sha256 112a4464e5dc...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV3133D	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV3133D.cns			4ca73f0fbe9c6432e400422b6f1d28e17cfc10c6aeab769a1806745068f3b3b2		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV3133G	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV3133G_P65/TOV3133G_P65.md.cram		3148679765		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 5; RG SM TOV3133G_P65_TOV3133G_P65; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-31T17:41Z
MEX01	TOV3133G	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV3133G_P65/TOV3133G_P65.recal.cram		4802174229		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T22:58Z
MEX01	TOV3133G	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/6f/00f0abb82c0c82736e3f971d71c875/TOV3133G_P65.recal.cram		4802174229		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV3133G_P65.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T22:58Z
MEX01	TOV3133G	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/88/4b018ca712993eb48e717c6f5af079/TOV3133G_P65.recal.bam		7392448916		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P65	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/88/4b018ca712993eb48e717c6f5af079/TOV3133G_P65.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV3133G	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV3133G_P65.bam		6483570277		McGill delivery	GRCh37 (McGill GenPipes)	P65			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:38Z
MEX01	TOV3133G	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV3133G_P65/TOV3133G_P65.mutect2.filtered_VEP.ann.vcf.gz		5076853		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P65	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV3133G	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV3133G_P65.targetonly.cnr		15145323	b0001886859e96590793ef7263de541aa63e85e2be6e8e3718d572fac2410027	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P65	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3133G_P65_new/TOV3133G_P65.cnr (sha256 f074d0331a7b...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV3133G	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV3133G.cns			2e268de07eab4a6316d0e45aa15e5de3ea8f9fb5a6e545f04a11fe8d47e3fe7a		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV3392D	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV3392D_P69/TOV3392D_P69.md.cram		3467118055		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P69	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 7; RG SM TOV3392D_P69_TOV3392D_P69; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-31T17:42Z
MEX01	TOV3392D	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV3392D_P69/TOV3392D_P69.recal.cram		4675877435		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P69	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T23:01Z
MEX01	TOV3392D	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/7f/a0bb0e012847edfb44a48894252b71/TOV3392D_P69.recal.cram		4675877435		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P69	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV3392D_P69.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T23:00Z
MEX01	TOV3392D	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/a0/b412be85b4ae656bd8ffb7530b658f/TOV3392D_P69.recal.bam		7172458037		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P69	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/a0/b412be85b4ae656bd8ffb7530b658f/TOV3392D_P69.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV3392D	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV3392D_P69.bam		7334333705		McGill delivery	GRCh37 (McGill GenPipes)	P69			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:36Z
MEX01	TOV3392D	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV3392D_P69/TOV3392D_P69.mutect2.filtered_VEP.ann.vcf.gz		5281729		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P69	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV3392D	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV3392D_P69.targetonly.cnr		15160037	2433eac2dfa8cf57dff1dc766ad1993178e1ed638e0277db9a93b515d61d2bbe	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P69	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV3392D_P69_new/TOV3392D_P69.cnr (sha256 345647140419...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV3392D	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV3392D.cns			793990883098c18675e45128e2565ec76cd1d8446c99736a6b8ab57bd72bbcec		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	TOV81D	duplicate-marked genome-wide CRAM (MSI / read review input)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/markduplicates/TOV81D_P23/TOV81D_P23.md.cram		3686943885		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P23	GATK 4.5.0.0 MarkDuplicates; bwa 0.7.18; samtools 1.20/1.21	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct23_GATK4_MARKDUPLICATES_*	lane PU 6; RG SM TOV81D_P23_TOV81D_P23; all reads incl. off-target; not BQSR'd; index .crai present; mtime_utc=2025-10-31T17:46Z
MEX01	TOV81D	published recalibrated CRAM (interval-restricted; mixed Oct-24/Oct-31 re-executions)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/preprocessing/recalibrated/TOV81D_P23/TOV81D_P23.recal.cram		4898843076		sarek 3.5.1 Oct-24 or Oct-31 launch (see mtime)	GRCh38 (GATK Homo_sapiens_assembly38)	P23	GATK 4.5.0.0 ApplyBQSR per shard		reads overlapping the 405 calling shards only; samtools quickcheck OK 2026-09-05; VCF headers name this filename but bytes are re-executions; mtime_utc=2025-10-24T23:01Z
MEX01	TOV81D	Oct-24 recalibrated CRAM in work/ = exact manual-CNVkit input (proposed MEX05/MEX06 alignment)	verified	/project/6090753/active/ovcan_gq_analysis/work/ce/b1463ec76d9d3f6078977ca8ee9c58/TOV81D_P23.recal.cram		4898843076		sarek 3.5.1 angry_kilby 2025-10-24 (Slurm 3377445)	GRCh38 (GATK Homo_sapiens_assembly38)	P23	GATK 4.5.0.0	/project/6090753/active/ovcan_human/wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_TOV81D_P23.*	interval-restricted like all recal CRAMs; index .crai alongside in work dir; mtime_utc=2025-10-24T23:00Z
MEX01	TOV81D	manual-CNVkit input BAM (samtools view of the Oct-24 recal CRAM)	verified	/project/6090753/active/ovcan_gq_analysis/work/a5/c66150f956d90d786643f4b3d08453/TOV81D_P23.recal.bam		7716767325		Oct-24 CNVKIT_BATCH task	GRCh38 (GATK Homo_sapiens_assembly38)	P23	samtools 1.21 (Sarek cnvkit container)		historical hint ../work/a5/c66150f956d90d786643f4b3d08453/TOV81D_P23.recal.bam resolves relative to /project/6090753/active/ovcan_gq_analysis/cnvkit; mtime_utc=2025-10-24T23:05Z
MEX01	TOV81D	provider GRCh37 BAM (Sarek samplesheet input; deposition candidate)	verified	/project/6090753/active/ovcan_gq/ammmasson_OvCAN_WES_bioinformatics_analysis_R004741/bam/TOV81D_P23.bam		7592054793		McGill delivery	GRCh37 (McGill GenPipes)	P23			no provider checksum; header not read in this session (tool block); mtime_utc=2025-09-23T14:36Z
MEX01	TOV81D	retained annotated Mutect2 VCF (audited calls)	verified	/project/6090753/active/ovcan_gq_analysis/wes_sarek_results_20251022/annotation/mutect2/TOV81D_P23/TOV81D_P23.mutect2.filtered_VEP.ann.vcf.gz		5990354		sarek 3.5.1 angry_allen 2025-10-23 (Slurm 3273686)	GRCh38 (GATK Homo_sapiens_assembly38)	P23	Mutect2/FilterMutectCalls 4.5.0.0; VEP 113		--genotype-germline-sites false --genotype-pon-sites false --interval-padding 0: NOT eligible as unbiased SNP input (MEX05); mtime_utc=2025-10-24T03:47Z
MEX06	TOV81D	target-only CNR reconstructed on cluster from verified source CNR	verified	/project/6090753/active/ovcan_human/wes/molecular_extension_2026-09-06/inputs/target_only_cnr/TOV81D_P23.targetonly.cnr		15171157	51bc3935b4febfbe3cc358745b93ca41919525d6f94d05ca1625990496564597	manual CNVkit 0.9.10 (2025-11/12) + antitarget-row removal 2026-09-06	GRCh38 (GATK Homo_sapiens_assembly38)	P23	CNVkit 0.9.10	/project/6090753/active/ovcan_gq_analysis/cnvkit/TOV81D_P23_new/TOV81D_P23.cnr (sha256 039ed164eaa6...)	source CNR == repo source_cnr_sha256: True; reconstructed == repo target_only_cnr_sha256: True; 204706 target rows, 40923 antitarget rows dropped; mtime_utc=2026-09-06T17:44Z
MEX06	TOV81D	corrected target-only CNS (repository, script 29)	verified	repo:output/wes_cnv_target_only/TOV81D.cns			ef3349ba4bf7b08647e060ec6cc88b0562808078388236bf30eee63e7c561c85		GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10 segment CBS via script 29		present in clone at commit dca9bf9
MEX01	all	reference FASTA (staged from tar; hash-verified)	verified	/project/6090753/active/ovcan_human/wes/reference/WholeGenomeFasta/Homo_sapiens_assembly38.fasta		3249912778	93157a161863464c9435062fd67c173fdaf99cb8b32f1455018361387ffa5564		GRCh38 (GATK Homo_sapiens_assembly38)				md5 7ff134953dcca8c8997453bbb80b6b5e; .fai and .dict alongside; needed to decode CRAMs; mtime_utc=2018-11-16T15:28Z
MEX01	all	calling intervals BED (hg38 SeqCap EZ Exome v3 liftover)	verified	/project/6090753/active/ovcan_human/wes/scratch_archive_extract/intervals_sorted.bed		12069837	a6dea4882ab9518a33b268145d7dbcfba9cf3fac43a6b87a2727a46b91ee30d4		GRCh38 (GATK Homo_sapiens_assembly38)				242,421 intervals; Sarek --intervals; also CNVkit -t; mtime_utc=2025-10-23T21:08Z
MEX06	all	CNVkit target bins (290,475) / antitarget bins (42,709)	verified	/project/6090753/active/ovcan_human/wes/scratch_archive_extract/intervals_sorted.target.bed		13941386	2177970ffdbc933e488067f812e3ae4760310bd9a40fadf4e2fa5389480d955d		GRCh38 (GATK Homo_sapiens_assembly38)				antitarget: intervals.antitarget.bed sha256 2e5e6be66382; mtime_utc=2025-10-24T18:20Z
MEX04	all	MSIsensor2 pretrained hg38 models (2,829 files; chr-prefixed sites)	verified	/project/6090753/active/ovcan_human/wes/reference/MSIsensor2/models_hg38		4096			GRCh38 (GATK Homo_sapiens_assembly38)				from GATK GRCh38 iGenomes bundle in the tar; binary xgboost models; scan file Homo_sapiens_assembly38.scan uses non-chr contigs and is not used in tumour-only mode; mtime_utc=2025-10-15T19:39Z
MEX04	all	MSIsensor2 container	verified	/project/6090753/active/ovcan_human/wes/containers/msisensor2_0.1--h077b44d_4.sif		12640256	b8eca5ed78d81b41e96ccd56b4fcacaa83de6227391f682ccabcf3b9b7191eb5		GRCh38 (GATK Homo_sapiens_assembly38)		msisensor2 0.1 (biocontainers h077b44d_4)		pulled 2026-09-06 from quay.io/biocontainers; mtime_utc=2026-09-06T17:38Z
MEX05	all	GATK 4.5.0.0 container (same version as original run)	verified	/project/6090753/active/ovcan_human/wes/containers/gatk4_4.5.0.0--py36hdfd78af_0.sif		740380672	c81d30d7c5cfc90e6c64d494e7a93d36c377c8f4f38e460a596a64b0ee782c43		GRCh38 (GATK Homo_sapiens_assembly38)		GATK 4.5.0.0		module gatk/4.6.1.0 exists but needs interactive licence acceptance; mtime_utc=2026-09-06T17:42Z
MEX05	all	Mutect2 variant panel of normals	verified	/project/6090753/active/ovcan_human/wes/reference/GATKBundle/1000g_pon.hg38.vcf.gz		17273497	497325d7017232b6bf91dcab12c72154c68e7edd75fdfd76c08cd57882dab533		GRCh38 (GATK Homo_sapiens_assembly38)				GATK bundle; distinct from the 5 CNV-reference exomes; mtime_utc=2022-05-23T07:38Z
MEX05	all	germline resource af-only-gnomad	verified	/project/6090753/active/ovcan_human/wes/reference/GATKBundle/af-only-gnomad.hg38.vcf.gz		3184275189	2b0577083e34734bcb8c60eaa0637f1dc960c297d659e3056e0dcfaf25f5f2ef		GRCh38 (GATK Homo_sapiens_assembly38)				mtime_utc=2022-07-21T07:14Z
MEX06	all	PureCN	verified	/cvmfs/soft.computecanada.ca/easybuild/software/2023/x86-64-v4/Compiler/gcc12/r-bundle-bioconductor/3.21/PureCN/extdata/PureCN.R		27737			GRCh38 (GATK Homo_sapiens_assembly38)		PureCN 2.14.1; R 4.5.0; DNAcopy 1.82.0; optparse 1.8.2 (installed in ~/R 2026-09-06)		module r/4.5.0 + r-bundle-bioconductor/3.21; mtime_utc=2025-10-25T07:35Z
MEX06	all	CNVkit 0.9.10 container (segment export / checks)	verified	/project/6090753/active/ovcan_human/wes/containers/cnvkit_0.9.10--pyhdfd78af_0.sif		426418176			GRCh38 (GATK Homo_sapiens_assembly38)		CNVkit 0.9.10		pull in progress at write time; wheelhouse CNVkit 0.9.6 lacks pomegranate; mtime_utc=2026-09-06T17:45Z
MEX05	SRR4039087	public CNV-reference exome sorted BAM (bwa-mem2; no dup marking/BQSR)	verified	/project/6090753/active/ovcan_gq_analysis/cnvkit/normal_samples/SRR4039087/SRR4039087.sorted.bam		8200673875		run_bwa.sh Nov 2025	GRCh38 (GATK Homo_sapiens_assembly38)		bwa-mem2 (version not recorded); samtools		capture-matched public normal (PRJNA339046), not a donor normal; candidate for PureCN mapping-bias NormalDB only; mtime_utc=2025-11-14T14:36Z
MEX05	SRR4039088	public CNV-reference exome sorted BAM (bwa-mem2; no dup marking/BQSR)	verified	/project/6090753/active/ovcan_gq_analysis/cnvkit/normal_samples/SRR4039088/SRR4039088.sorted.bam		7083620268		run_bwa.sh Nov 2025	GRCh38 (GATK Homo_sapiens_assembly38)		bwa-mem2 (version not recorded); samtools		capture-matched public normal (PRJNA339046), not a donor normal; candidate for PureCN mapping-bias NormalDB only; mtime_utc=2025-11-14T14:34Z
MEX05	SRR4039089	public CNV-reference exome sorted BAM (bwa-mem2; no dup marking/BQSR)	verified	/project/6090753/active/ovcan_gq_analysis/cnvkit/normal_samples/SRR4039089/SRR4039089.sorted.bam		5628716816		run_bwa.sh Nov 2025	GRCh38 (GATK Homo_sapiens_assembly38)		bwa-mem2 (version not recorded); samtools		capture-matched public normal (PRJNA339046), not a donor normal; candidate for PureCN mapping-bias NormalDB only; mtime_utc=2025-11-14T14:29Z
MEX05	SRR4039096	public CNV-reference exome sorted BAM (bwa-mem2; no dup marking/BQSR)	verified	/project/6090753/active/ovcan_gq_analysis/cnvkit/normal_samples/SRR4039096/SRR4039096.sorted.bam		8084717920		run_bwa.sh Nov 2025	GRCh38 (GATK Homo_sapiens_assembly38)		bwa-mem2 (version not recorded); samtools		capture-matched public normal (PRJNA339046), not a donor normal; candidate for PureCN mapping-bias NormalDB only; mtime_utc=2025-11-14T14:35Z
MEX05	SRR4039097	public CNV-reference exome sorted BAM (bwa-mem2; no dup marking/BQSR)	verified	/project/6090753/active/ovcan_gq_analysis/cnvkit/normal_samples/SRR4039097/SRR4039097.sorted.bam		7386900580		run_bwa.sh Nov 2025	GRCh38 (GATK Homo_sapiens_assembly38)		bwa-mem2 (version not recorded); samtools		capture-matched public normal (PRJNA339046), not a donor normal; candidate for PureCN mapping-bias NormalDB only; mtime_utc=2025-11-14T14:35Z
